Witness,CPA-w2t,CPAchecker,FShell-w2t,MetaVal,NITWIT,Symb.-Witch,Ult. Auto.
11796,1,2,0,2,0,0,0
11797,1,2,0,3,0,3,0
11798,1,2,0,2,0,0,0
11799,1,2,0,3,0,3,3
11800,1,2,0,2,0,0,0
11801,1,2,0,2,0,0,0
11802,1,2,0,3,0,3,2
11803,1,2,0,2,0,0,0
11804,1,2,0,3,0,0,0
11805,1,2,0,2,0,0,0
11806,1,2,0,3,0,3,3
11807,1,2,0,2,0,0,0
11808,1,2,0,3,0,3,0
11809,1,2,0,2,0,0,0
11810,1,2,0,3,0,3,0
11811,1,2,0,3,0,3,0
11812,0,0,0,2,0,0,0
11813,0,0,0,2,0,0,0
11814,1,2,0,3,0,3,0
11815,0,0,0,2,0,0,0
11816,1,2,0,3,0,0,0
11817,0,0,0,2,0,0,0
11818,1,2,0,3,0,0,0
11819,1,2,0,2,0,0,0
11820,1,2,0,3,0,3,0
11821,1,2,0,3,0,3,0
11822,1,2,0,3,0,3,0
11823,1,2,0,2,0,0,0
11824,1,2,0,3,0,3,0
11825,1,2,0,3,0,3,0
11826,1,2,0,3,0,3,0
11827,1,2,0,2,0,0,0
11828,1,2,0,2,0,0,0
11829,1,2,0,2,0,0,0
11830,1,2,0,2,0,0,0
11831,1,2,0,2,0,0,0
11832,1,2,0,2,0,0,0
11833,1,2,0,2,0,0,0
11834,1,2,0,2,0,0,0
11835,1,2,0,2,0,0,0
11836,1,2,0,2,0,0,3
11837,1,2,0,2,0,0,0
11838,1,2,0,2,0,0,0
11839,1,2,0,2,0,0,0
11840,1,2,0,2,0,0,3
11841,1,2,0,2,0,0,0
11842,1,2,0,2,0,0,0
11843,1,2,0,2,0,0,3
11844,1,2,0,2,0,0,0
11845,1,2,0,2,0,0,0
11846,1,2,0,2,0,0,0
11847,1,2,0,2,0,0,3
11848,0,0,0,2,0,0,0
11849,0,1,0,3,1,0,2
11850,1,3,4,4,1,3,2
11851,0,0,0,2,0,0,0
11852,2,3,0,2,0,1,2
11853,0,0,0,2,0,0,2
11854,0,1,0,2,0,0,2
11855,0,1,0,2,0,0,2
11856,0,0,0,3,0,0,2
11857,0,1,0,4,0,0,2
11858,0,1,0,2,0,0,0
11859,0,0,0,2,0,0,0
11860,0,3,0,2,0,0,0
11861,1,0,0,3,1,0,2
11862,0,1,0,2,1,0,2
11863,0,0,0,2,1,0,2
11864,0,0,0,2,1,0,2
11865,0,0,0,3,1,0,2
11866,0,0,0,3,1,0,2
11867,0,0,0,2,0,0,0
11868,0,0,0,2,0,0,0
11869,0,2,0,4,0,1,0
11870,0,0,0,2,0,0,0
11871,0,0,0,3,0,0,0
11872,0,0,0,2,0,0,0
11873,0,0,0,3,0,0,0
11874,0,0,0,4,1,0,2
11875,0,1,0,3,1,0,2
11876,0,0,0,4,0,0,0
11877,0,3,0,3,0,0,2
11878,0,3,0,3,1,0,2
11879,0,3,0,4,1,0,3
11880,0,3,0,3,1,0,3
11881,0,3,0,3,0,0,2
11882,0,0,0,3,0,0,2
11883,0,3,0,3,1,3,2
11884,0,0,0,2,0,0,0
11885,0,3,0,3,1,3,2
11886,0,3,0,3,1,3,2
11887,0,0,0,2,0,0,0
11888,0,3,0,3,1,3,2
11889,0,0,0,2,0,0,0
11890,0,0,0,2,0,0,0
11891,0,3,0,3,1,3,2
11892,0,0,0,2,0,0,0
11893,0,0,0,2,0,0,0
11894,0,0,0,2,1,0,2
11895,0,0,0,2,1,0,0
11896,0,3,0,3,1,3,2
11897,0,3,0,3,1,0,2
11898,0,3,0,3,1,0,2
11899,0,3,0,3,1,3,2
11900,0,3,0,3,1,3,2
11901,0,3,0,3,1,3,2
11902,0,3,0,3,1,3,2
11903,0,3,0,3,0,0,2
11904,2,2,2,2,1,1,0
11905,0,0,0,2,0,0,2
11906,1,4,0,2,4,3,2
11907,1,4,0,2,0,5,2
11908,4,4,4,4,1,0,4
11909,0,1,0,2,0,0,2
11910,0,3,0,2,0,0,2
11911,4,4,4,4,0,0,4
11912,0,0,0,2,0,0,2
11913,0,3,0,2,0,0,2
11914,0,3,0,3,0,0,2
11915,0,0,0,2,0,0,2
11916,0,3,0,3,0,0,2
11917,0,3,0,2,0,0,2
11918,0,3,0,3,0,0,2
11919,0,0,0,2,0,0,2
11920,0,3,0,2,0,0,2
11921,0,3,0,2,0,0,2
11922,0,0,0,2,0,0,2
11923,0,3,0,2,0,0,2
11924,0,3,0,2,0,0,2
11925,0,3,0,2,0,0,2
11926,0,3,0,2,1,0,2
11927,0,3,0,2,1,0,2
11928,0,3,0,2,1,0,2
11929,4,4,4,4,1,0,4
11930,4,4,4,4,1,0,4
11931,4,4,4,4,1,0,4
11932,4,4,4,4,1,0,4
11933,4,4,4,4,0,0,4
11934,4,4,4,4,0,0,4
11935,4,4,4,4,0,0,4
11936,4,4,4,4,0,0,4
11937,4,4,4,4,0,0,4
11938,4,4,4,4,0,0,4
11939,4,4,4,4,0,0,4
11940,0,0,0,2,0,0,2
11941,0,3,0,2,0,0,2
11942,0,3,0,3,0,0,2
11943,0,0,0,2,0,0,2
11944,0,3,0,2,0,0,2
11945,0,3,0,2,0,0,2
11946,0,3,0,3,0,0,2
11947,0,0,0,2,0,0,2
11948,0,3,0,2,0,0,2
11949,0,3,0,3,0,0,2
11950,0,0,0,2,0,0,2
11951,0,3,0,2,0,0,2
11952,0,0,0,2,0,0,2
11953,0,3,0,2,0,0,2
11954,0,0,0,2,0,0,2
11955,0,3,0,2,0,0,2
11956,0,3,0,2,0,0,2
11957,0,0,0,2,0,0,2
11958,0,3,0,2,0,0,2
11959,0,3,0,2,0,0,2
11960,0,3,0,2,0,0,2
11961,0,0,0,2,0,0,2
11962,0,3,0,2,0,0,2
11963,0,3,0,3,0,0,2
11964,0,0,0,2,0,0,2
11965,0,3,0,3,0,0,2
11966,0,3,0,2,0,0,2
11967,0,3,0,3,0,0,2
11968,1,1,4,2,1,1,2
11969,0,1,0,2,0,0,2
11970,0,1,0,2,0,0,2
11971,1,1,4,2,4,4,2
11972,0,1,0,2,0,0,2
11973,0,1,0,2,0,0,2
11974,0,1,0,2,0,0,2
11975,0,1,0,2,0,4,2
11976,0,1,0,2,0,0,2
11977,1,1,4,2,4,4,2
11978,1,1,4,2,4,4,2
11979,1,1,4,2,4,4,2
11980,2,1,2,2,1,1,2
11981,0,1,0,2,0,0,2
11982,2,1,2,2,1,1,2
11983,2,1,2,2,1,1,2
11984,2,1,2,2,1,1,2
11985,0,1,0,2,0,0,2
11986,0,1,0,2,0,0,2
11987,0,3,0,2,0,0,2
11988,0,3,0,2,0,0,2
11989,0,3,0,2,0,0,2
11990,0,3,0,2,0,0,2
11991,0,3,0,2,0,0,2
11992,0,3,0,2,0,0,2
11993,0,3,0,2,0,0,2
11994,0,3,0,2,0,0,2
11995,0,3,0,2,0,0,2
11996,0,3,0,2,0,0,2
11997,0,3,0,2,0,0,2
11998,0,3,0,2,0,0,2
11999,0,3,0,2,0,0,2
12000,0,3,0,2,0,0,2
12001,0,0,0,2,0,0,2
12002,4,4,4,4,0,0,4
12003,0,0,0,2,0,0,2
12004,4,4,4,4,0,0,4
12005,0,3,0,2,0,0,2
12006,4,4,4,4,0,0,4
12007,0,0,0,2,0,0,2
12008,4,4,4,4,0,0,4
12009,4,4,4,4,0,0,4
12010,0,0,0,2,0,0,2
12011,4,4,4,4,0,0,4
12012,0,3,0,2,0,0,2
12013,4,4,4,4,0,0,4
12014,0,0,0,2,0,0,2
12015,0,0,0,2,0,0,2
12016,0,3,0,2,0,0,2
12017,0,0,0,2,0,0,2
12018,0,3,0,2,0,0,2
12019,0,0,0,2,0,0,2
12020,0,3,0,2,0,0,2
12021,4,4,4,4,0,0,4
12022,4,4,4,4,0,0,4
12023,4,4,4,4,0,0,4
12024,4,4,4,4,0,0,4
12025,4,4,4,4,0,0,4
12026,4,4,4,4,0,0,4
12027,4,4,4,4,0,0,4
12028,0,0,0,2,0,0,2
12029,0,0,0,2,0,0,2
12030,0,3,0,3,0,0,2
12031,0,0,0,2,0,0,2
12032,0,0,0,3,0,0,2
12033,0,0,0,2,0,0,2
12034,0,3,0,3,0,0,2
12035,4,4,4,4,0,0,4
12036,4,4,4,4,0,0,4
12037,4,4,4,4,0,0,4
12038,4,4,4,4,0,0,4
12039,4,4,4,4,0,0,4
12040,4,4,4,4,0,0,4
12041,0,0,0,2,0,0,2
12042,0,3,0,2,0,0,2
12043,0,0,0,2,0,0,2
12044,0,3,0,3,0,0,2
12045,0,0,0,2,0,0,2
12046,0,0,0,2,0,0,2
12047,0,0,0,2,0,0,2
12048,0,3,0,2,0,0,2
12049,0,0,0,2,0,0,2
12050,0,3,0,2,0,0,2
12051,0,0,0,2,0,0,2
12052,0,3,0,2,0,0,2
12053,0,0,0,2,0,0,2
12054,0,0,0,2,0,0,2
12055,0,3,0,2,0,0,2
12056,0,0,0,2,0,0,2
12057,0,3,0,2,0,0,2
12058,0,0,0,2,0,0,2
12059,0,3,0,2,0,0,2
12060,0,0,0,2,0,0,2
12061,0,3,0,2,0,0,2
12062,0,3,0,2,0,0,2
12063,0,0,0,2,0,0,2
12064,0,3,0,2,0,0,2
12065,0,0,0,2,0,0,2
12066,0,3,0,2,0,0,2
12067,1,2,0,3,0,1,0
12068,1,2,0,3,0,1,0
12069,1,2,0,3,0,1,0
12070,1,2,0,3,0,1,0
12071,1,2,0,3,0,1,0
12072,1,2,0,3,0,1,2
12073,1,2,0,3,0,1,2
12074,1,2,0,3,0,1,2
12075,1,2,0,3,0,1,2
12076,1,2,0,3,0,1,2
12077,1,2,0,3,0,1,2
12078,1,2,0,3,0,1,2
12079,1,2,0,3,0,1,2
12080,1,2,0,3,0,1,2
12081,1,2,0,3,0,1,2
12082,1,2,0,3,0,1,2
12083,1,2,0,3,0,1,2
12084,1,2,0,3,0,1,2
12085,1,2,0,3,0,1,2
12086,1,2,0,3,0,1,2
12087,1,2,0,3,0,1,2
12088,1,2,0,3,0,1,2
12089,1,2,0,3,0,1,2
12090,1,2,0,3,0,1,0
12091,1,2,0,3,0,1,0
12092,1,2,0,3,0,1,0
12093,1,2,0,3,0,1,0
12094,1,2,0,3,0,1,0
12095,1,2,0,3,0,1,0
12096,1,2,0,3,0,1,0
12097,1,2,0,3,0,1,0
12098,1,2,0,3,0,1,0
12099,1,2,0,3,0,1,0
12100,1,2,2,3,0,1,0
12101,1,2,0,3,0,1,2
12102,1,2,0,3,0,1,2
12103,1,2,0,3,0,1,2
12104,1,2,0,3,0,1,2
12105,1,2,0,3,0,1,2
12106,1,2,2,3,1,3,1
12107,1,2,0,3,1,3,1
12108,1,2,2,3,1,3,1
12109,1,2,2,3,1,3,1
12110,1,2,2,3,1,3,1
12111,1,2,0,3,1,3,1
12112,1,2,0,3,1,3,1
12113,1,2,0,3,1,3,1
12114,1,2,0,3,0,3,1
12115,1,2,0,3,0,3,1
12116,1,2,0,3,0,3,1
12117,1,2,2,3,0,3,1
12118,1,2,0,3,0,3,1
12119,1,2,0,3,0,3,1
12120,1,2,2,3,0,3,1
12121,1,2,0,3,0,3,1
12122,1,2,2,3,1,3,1
12123,1,2,0,3,1,3,1
12124,1,2,0,3,1,3,1
12125,1,2,0,3,1,3,2
12126,1,2,2,3,1,3,1
12127,1,2,2,3,1,3,1
12128,1,2,0,3,1,3,2
12129,1,2,0,3,1,3,1
12130,1,2,0,3,1,3,2
12131,1,2,0,3,1,3,2
12132,1,2,0,3,1,3,2
12133,1,2,0,3,1,3,2
12134,1,2,0,3,1,3,2
12135,1,2,0,3,1,3,2
12136,1,2,0,3,1,3,1
12137,1,2,0,3,1,3,1
12138,1,2,0,3,1,3,1
12139,1,2,0,3,1,3,1
12140,1,2,0,3,1,3,1
12141,1,2,0,3,1,3,1
12142,1,2,0,3,1,3,1
12143,1,2,0,3,1,3,1
12144,1,2,0,3,1,3,2
12145,1,2,0,3,1,3,2
12146,1,2,2,3,1,3,1
12147,1,2,2,3,1,3,2
12148,1,2,0,3,1,3,2
12149,1,2,0,3,1,3,1
12150,1,2,0,3,1,3,1
12151,1,2,0,3,1,3,1
12152,1,2,0,3,0,3,1
12153,1,2,0,3,1,3,1
12154,1,2,0,3,0,3,1
12155,1,2,0,3,0,3,1
12156,1,2,0,3,1,3,1
12157,1,2,0,3,0,3,1
12158,1,2,0,3,1,3,1
12159,1,2,0,3,1,3,1
12160,1,2,0,3,0,3,1
12161,1,2,0,3,1,3,1
12162,1,2,0,3,0,3,1
12163,1,2,0,3,0,3,1
12164,1,2,0,3,1,3,1
12165,1,2,0,3,0,3,1
12166,1,2,2,3,0,3,1
12167,1,2,0,3,1,3,1
12168,1,2,2,3,0,3,2
12169,1,2,0,3,0,3,2
12170,1,2,0,3,1,3,2
12171,1,2,0,3,0,3,2
12172,1,2,2,3,0,3,2
12173,1,2,0,3,1,3,2
12174,1,2,0,3,0,3,2
12175,1,2,0,3,0,3,2
12176,1,2,0,3,1,3,2
12177,1,2,2,3,0,3,2
12178,1,2,0,3,0,3,1
12179,1,2,0,3,0,3,1
12180,1,2,0,3,0,3,1
12181,1,2,0,3,0,3,1
12182,1,2,0,3,0,3,1
12183,1,2,0,3,0,3,1
12184,1,2,0,3,0,3,1
12185,1,2,0,3,0,3,1
12186,1,2,0,3,0,3,1
12187,1,2,0,3,0,3,1
12188,1,2,0,3,0,3,1
12189,1,2,0,3,0,3,1
12190,1,2,0,3,0,3,1
12191,1,2,0,3,0,3,1
12192,1,2,0,3,0,3,1
12193,1,2,0,3,0,3,1
12194,1,2,0,3,0,3,1
12195,1,2,0,3,0,3,1
12196,1,2,0,3,0,3,1
12197,1,2,0,3,0,3,1
12198,1,2,0,3,0,3,1
12199,1,2,0,3,0,3,1
12200,1,2,2,3,0,3,1
12201,1,2,0,3,0,3,1
12202,1,2,0,3,1,3,1
12203,1,2,0,3,1,3,1
12204,1,2,0,3,1,3,2
12205,1,2,0,3,1,3,2
12206,1,2,0,3,1,3,2
12207,1,2,0,3,1,3,2
12208,1,2,0,3,1,3,2
12209,1,2,0,3,1,3,2
12210,1,2,0,3,1,3,2
12211,1,2,0,3,1,3,2
12212,1,2,0,3,1,3,2
12213,1,2,0,3,1,3,2
12214,1,2,0,3,1,3,1
12215,1,2,0,3,1,3,1
12216,1,2,0,3,1,3,2
12217,1,2,0,3,1,3,2
12218,1,2,0,3,1,3,1
12219,1,2,0,3,1,3,2
12220,1,2,0,3,1,3,2
12221,1,2,0,3,1,3,2
12222,1,2,0,3,1,3,2
12223,1,2,0,3,1,3,2
12224,1,2,0,3,1,3,2
12225,1,2,0,3,1,3,2
12226,1,2,0,3,0,0,0
12227,1,2,0,3,0,0,0
12228,1,2,0,3,0,0,0
12229,1,2,0,3,0,0,0
12230,1,2,0,3,0,0,0
12231,1,2,0,3,0,0,0
12232,1,2,0,3,0,0,0
12233,1,2,0,3,0,0,0
12234,1,2,0,3,0,0,0
12235,1,2,0,3,0,0,0
12236,1,2,0,3,0,0,0
12237,1,2,0,3,0,0,0
12238,1,2,0,3,0,0,0
12239,1,2,0,3,0,0,0
12240,1,2,0,3,0,0,0
12241,1,2,0,3,0,0,0
12242,1,2,0,3,0,0,2
12243,1,2,0,3,0,0,0
12244,1,2,0,3,0,0,2
12245,1,2,0,3,0,0,2
12246,1,2,4,3,1,3,0
12247,1,2,0,3,1,0,0
12248,1,2,0,3,1,0,0
12249,1,2,4,3,1,0,0
12250,1,2,0,3,1,0,0
12251,1,2,0,3,1,0,0
12252,1,2,0,3,1,0,0
12253,1,2,4,3,1,0,0
12254,1,2,0,3,1,0,0
12255,1,2,0,3,1,3,2
12256,1,2,0,3,0,0,0
12257,1,2,0,3,0,0,0
12258,1,2,0,3,0,0,0
12259,1,2,0,3,0,0,0
12260,1,2,0,3,0,0,2
12261,1,2,0,3,0,0,2
12262,1,2,0,3,0,0,0
12263,1,2,0,3,0,0,0
12264,1,2,0,3,0,0,0
12265,1,2,0,3,0,0,0
12266,1,2,0,3,0,0,0
12267,1,2,0,3,0,0,0
12268,1,2,0,3,0,0,2
12269,1,2,0,3,0,0,2
12270,1,2,0,3,0,0,0
12271,1,2,0,3,0,0,0
12272,1,2,0,3,0,0,2
12273,1,2,0,3,0,0,0
12274,1,2,0,3,0,0,0
12275,1,2,0,3,0,0,0
12276,1,2,0,3,0,0,2
12277,1,2,0,3,0,0,2
12278,1,2,0,3,0,0,0
12279,1,2,0,3,0,0,0
12280,1,2,0,3,0,0,2
12281,1,2,0,3,0,0,0
12282,1,2,0,3,0,0,0
12283,1,2,0,3,0,0,0
12284,1,2,0,3,0,0,2
12285,1,2,0,3,0,0,2
12286,1,2,0,3,0,0,0
12287,1,2,0,3,0,0,0
12288,1,2,0,3,1,0,0
12289,1,2,0,3,1,0,0
12290,1,2,0,3,1,0,0
12291,1,2,0,3,1,0,0
12292,1,2,0,3,1,0,0
12293,1,2,0,3,1,0,0
12294,1,2,0,3,1,0,0
12295,1,2,0,3,1,0,0
12296,1,2,0,3,1,0,0
12297,1,2,0,3,1,0,0
12298,1,2,0,3,1,0,0
12299,1,2,0,3,1,0,0
12300,1,2,0,3,1,0,0
12301,1,2,0,3,1,0,0
12302,1,2,0,3,1,0,0
12303,1,2,0,3,1,0,0
12304,1,2,0,3,1,3,2
12305,1,2,0,3,1,0,0
12306,1,2,0,3,1,0,0
12307,1,2,4,3,1,0,0
12308,1,2,0,3,1,0,0
12309,1,2,0,3,1,0,0
12310,1,2,0,3,1,0,0
12311,1,2,0,3,1,0,0
12312,1,2,4,3,1,0,0
12313,1,2,0,3,1,0,0
12314,1,2,0,3,1,0,0
12315,1,2,0,3,1,0,0
12316,1,2,0,3,1,0,0
12317,1,2,0,3,1,0,0
12318,1,2,0,3,1,0,0
12319,1,2,0,3,1,0,0
12320,1,2,0,3,1,0,0
12321,1,2,0,3,1,3,2
12322,1,2,0,3,0,0,0
12323,1,2,0,3,0,0,0
12324,1,2,0,3,0,0,0
12325,1,2,0,3,0,0,0
12326,1,2,0,3,0,0,2
12327,1,2,0,3,0,0,2
12328,1,2,0,3,0,0,2
12329,1,2,0,3,0,0,2
12330,1,2,0,3,0,0,2
12331,1,2,0,3,0,0,2
12332,1,2,0,3,0,0,2
12333,1,2,0,3,0,0,2
12334,1,2,0,3,0,0,2
12335,1,2,0,3,0,0,2
12336,1,2,0,3,0,0,2
12337,1,3,0,3,0,0,2
12338,1,3,0,3,0,0,2
12339,1,3,0,3,0,0,2
12340,1,2,0,3,0,0,2
12341,1,3,0,3,0,0,2
12342,1,3,0,3,0,0,2
12343,1,3,0,3,0,0,2
12344,1,2,0,3,0,0,2
12345,1,2,0,3,0,0,0
12346,1,2,0,3,0,0,0
12347,1,2,0,3,0,0,0
12348,1,2,0,3,0,0,0
12349,1,2,0,3,0,0,0
12350,1,2,0,3,0,0,0
12351,1,2,0,3,0,0,0
12352,1,2,0,3,0,0,0
12353,1,2,0,3,0,0,0
12354,1,2,0,3,0,0,0
12355,1,2,2,3,0,0,0
12356,1,3,0,3,0,0,2
12357,1,3,0,3,0,0,2
12358,1,3,0,3,0,0,2
12359,1,3,0,3,0,0,2
12360,1,2,2,3,0,0,2
12361,1,2,2,3,1,0,2
12362,1,2,2,3,1,3,2
12363,1,2,2,3,1,3,2
12364,1,2,0,3,1,3,2
12365,1,2,0,3,1,3,2
12366,1,2,2,3,1,3,2
12367,1,2,2,3,1,3,2
12368,1,2,0,3,1,3,2
12369,1,2,0,3,0,0,2
12370,1,2,0,3,0,0,2
12371,1,2,0,3,0,0,2
12372,1,2,0,3,0,0,2
12373,1,2,0,3,0,0,2
12374,1,2,0,3,0,0,2
12375,1,2,0,3,0,0,2
12376,1,2,2,3,0,3,2
12377,1,2,0,3,1,3,1
12378,1,2,2,3,1,0,1
12379,1,2,0,3,1,3,1
12380,1,2,0,3,1,3,2
12381,1,2,0,3,1,3,2
12382,1,2,0,3,1,3,2
12383,1,2,2,3,1,3,2
12384,1,2,2,3,1,3,1
12385,1,2,2,3,1,3,2
12386,1,2,2,3,1,3,2
12387,1,2,0,3,1,0,2
12388,1,2,0,3,1,3,2
12389,1,2,0,3,1,3,2
12390,1,2,0,3,1,3,1
12391,1,2,0,3,1,3,1
12392,1,2,2,3,1,3,1
12393,1,2,0,3,1,3,1
12394,1,2,2,3,1,3,2
12395,1,2,0,3,1,3,2
12396,1,2,0,3,1,3,2
12397,1,2,0,3,1,3,2
12398,1,2,0,3,1,3,1
12399,1,2,2,3,1,3,2
12400,1,2,0,3,1,3,2
12401,1,2,2,3,1,3,2
12402,1,2,2,3,1,3,2
12403,1,2,0,3,1,3,1
12404,1,2,0,3,1,3,1
12405,1,2,0,3,1,3,2
12406,1,2,0,3,1,0,1
12407,1,2,0,3,1,0,1
12408,1,2,0,3,0,0,1
12409,1,2,0,3,1,3,1
12410,1,2,0,3,0,0,1
12411,1,2,0,3,0,0,1
12412,1,2,0,3,1,3,1
12413,1,2,0,3,0,0,1
12414,1,2,0,3,1,3,1
12415,1,2,0,3,1,0,1
12416,1,2,0,3,0,0,1
12417,1,2,0,3,1,0,1
12418,1,2,0,3,0,0,1
12419,1,2,0,3,0,0,1
12420,1,2,0,3,1,3,1
12421,1,2,0,3,0,0,1
12422,1,2,2,3,0,3,1
12423,1,2,2,3,1,3,1
12424,1,2,0,3,0,3,2
12425,1,2,0,3,0,3,2
12426,1,2,0,3,1,3,2
12427,1,2,0,3,0,3,2
12428,1,2,0,3,0,3,2
12429,1,2,2,3,1,3,2
12430,1,2,0,3,0,3,2
12431,1,2,0,3,0,3,2
12432,1,2,0,3,1,3,2
12433,1,2,2,3,0,3,2
12434,1,2,2,3,0,3,2
12435,1,2,2,3,0,3,2
12436,1,2,0,3,0,3,2
12437,1,2,0,3,0,0,2
12438,1,2,2,3,0,3,2
12439,1,2,2,3,0,3,2
12440,1,2,0,3,0,3,2
12441,1,2,2,3,0,3,2
12442,1,2,0,3,0,0,2
12443,1,2,2,3,0,3,2
12444,1,2,0,3,0,3,2
12445,1,2,2,3,0,3,2
12446,1,2,0,3,0,0,2
12447,1,2,2,3,0,3,2
12448,1,2,2,3,0,0,2
12449,1,2,0,3,0,0,2
12450,1,2,0,3,0,3,2
12451,1,2,2,3,0,3,2
12452,1,2,2,3,0,3,2
12453,1,2,0,3,0,3,2
12454,1,2,0,3,0,3,2
12455,1,2,0,3,0,3,2
12456,1,2,2,3,0,3,2
12457,1,2,2,3,0,3,2
12458,1,2,0,3,0,3,2
12459,1,2,2,3,0,3,2
12460,1,2,2,3,1,3,2
12461,1,2,2,3,1,3,2
12462,1,2,2,3,1,3,2
12463,1,2,2,3,1,3,2
12464,1,2,0,3,1,3,2
12465,1,2,0,3,1,3,2
12466,1,2,0,3,1,3,2
12467,1,2,0,3,1,3,2
12468,1,2,2,3,1,3,2
12469,1,2,0,3,1,3,2
12470,1,2,0,3,1,3,2
12471,1,2,2,3,1,3,2
12472,1,2,0,3,1,3,2
12473,1,2,2,3,1,3,2
12474,1,2,2,3,1,3,2
12475,1,2,0,3,1,3,2
12476,1,2,0,3,1,3,2
12477,1,2,0,3,1,3,2
12478,1,2,0,3,1,3,2
12479,1,2,2,3,1,3,2
12480,1,2,2,3,1,3,2
12481,1,2,0,3,1,3,2
12482,1,2,0,3,1,3,2
12483,1,2,2,3,1,3,2
12484,1,2,0,3,0,0,2
12485,1,0,0,3,0,0,2
12486,1,2,0,3,0,0,2
12487,1,0,0,2,0,0,2
12488,1,2,0,3,1,0,2
12489,1,2,0,3,0,0,2
12490,1,2,0,3,1,0,2
12491,1,2,0,3,1,0,2
12492,1,2,0,3,0,0,2
12493,1,0,0,3,0,0,2
12494,1,2,0,3,0,0,2
12495,1,0,0,3,0,0,2
12496,1,2,0,3,0,0,2
12497,1,2,0,3,0,0,2
12498,1,2,0,3,0,0,2
12499,1,2,0,3,0,0,2
12500,1,2,0,3,0,0,2
12501,1,2,0,3,0,0,2
12502,1,2,0,3,0,0,2
12503,1,2,0,3,1,0,2
12504,1,2,4,3,1,0,2
12505,1,0,0,3,0,0,2
12506,1,2,0,3,0,0,2
12507,1,0,0,3,0,0,2
12508,1,2,0,3,0,0,2
12509,1,2,0,3,0,3,2
12510,1,2,0,3,1,3,2
12511,1,2,0,3,1,3,2
12512,1,2,0,3,1,3,2
12513,1,2,0,3,1,0,2
12514,1,2,0,2,0,0,0
12515,1,0,0,3,0,0,0
12516,1,2,0,2,0,0,0
12517,1,0,0,3,0,0,0
12518,1,2,0,2,0,0,2
12519,1,0,0,3,0,0,2
12520,1,2,0,2,0,0,0
12521,1,0,0,3,0,0,2
12522,1,2,0,2,0,0,0
12523,1,0,0,3,0,0,0
12524,1,2,0,2,0,0,0
12525,1,0,0,3,0,0,0
12526,1,2,0,2,0,0,2
12527,1,0,0,3,0,0,2
12528,1,2,0,2,0,0,0
12529,1,0,0,3,0,0,2
12530,1,2,0,2,0,0,2
12531,1,0,0,3,0,0,2
12532,1,2,0,2,0,0,0
12533,1,0,0,3,0,0,2
12534,1,0,0,3,0,0,2
12535,1,0,0,3,0,0,2
12536,1,2,0,3,0,0,0
12537,1,0,0,3,0,0,2
12538,1,2,0,2,0,0,2
12539,1,0,0,3,0,0,2
12540,1,2,0,2,0,0,0
12541,1,0,0,3,0,0,2
12542,1,2,0,3,0,0,2
12543,1,0,0,3,0,0,2
12544,1,2,0,3,0,0,0
12545,1,2,0,3,0,0,2
12546,1,0,0,3,0,0,2
12547,1,2,0,3,1,0,2
12548,1,0,0,3,0,0,2
12549,1,0,0,3,0,0,2
12550,1,2,0,3,1,0,2
12551,1,2,0,3,0,0,2
12552,1,2,0,3,0,0,2
12553,1,2,0,3,1,0,2
12554,1,2,0,3,0,0,2
12555,1,0,0,3,0,0,2
12556,1,2,0,3,0,0,2
12557,1,0,0,3,0,0,2
12558,1,2,0,3,0,0,2
12559,1,2,0,3,1,0,2
12560,1,0,0,3,0,0,2
12561,1,2,0,3,1,0,2
12562,1,2,0,3,1,0,2
12563,1,2,0,3,1,3,2
12564,1,2,0,3,1,3,2
12565,1,2,0,3,1,3,2
12566,1,2,0,3,1,3,2
12567,1,2,0,3,1,3,2
12568,1,2,4,3,0,3,2
12569,1,2,4,3,1,3,2
12570,1,2,0,3,1,3,2
12571,1,2,0,3,1,3,2
12572,1,2,0,3,1,3,2
12573,1,2,0,3,1,3,2
12574,1,2,0,3,1,3,2
12575,1,2,4,3,1,3,2
12576,1,2,0,3,1,3,2
12577,1,2,4,3,0,3,2
12578,1,2,4,3,1,3,2
12579,1,2,4,3,1,3,2
12580,1,0,4,3,0,4,2
12581,1,0,4,3,0,4,2
12582,1,0,4,3,0,4,2
12583,1,0,4,3,0,4,2
12584,1,0,4,3,0,4,2
12585,1,0,4,3,0,4,2
12586,1,0,4,3,0,4,2
12587,1,0,4,3,0,4,2
12588,1,0,4,3,0,4,2
12589,1,0,4,3,0,4,2
12590,1,0,4,3,0,4,2
12591,1,0,4,3,0,4,2
12592,1,0,4,3,0,4,2
12593,1,4,4,3,0,4,2
12594,1,0,4,3,0,4,2
12595,1,0,4,3,0,4,2
12596,1,0,4,3,0,4,2
12597,1,0,4,3,0,4,2
12598,1,0,4,3,0,4,2
12599,1,0,4,3,0,4,2
12600,1,0,4,3,0,4,2
12601,1,0,4,3,0,4,2
12602,1,0,4,3,0,4,2
12603,1,0,4,3,0,4,2
12604,1,0,4,3,0,4,2
12605,1,0,4,3,0,4,2
12606,1,0,0,3,0,0,0
12607,1,0,4,3,0,4,2
12608,1,0,0,3,0,0,0
12609,1,0,4,3,0,4,2
12610,1,0,0,3,0,0,0
12611,1,0,4,3,0,4,2
12612,1,0,0,3,0,0,0
12613,1,0,4,3,0,4,2
12614,1,0,4,3,0,4,2
12615,1,0,4,3,0,4,2
