Witness,CPA-w2t,CPAchecker,FShell-w2t,MetaVal,NITWIT,Symb.-Witch,Ult. Auto.
5289,0,0,0,3,0,0,2
5290,0,0,0,3,0,0,2
5291,0,0,0,3,0,0,2
5292,0,0,0,3,0,0,2
5293,0,0,0,3,0,0,2
5294,0,0,0,3,0,0,2
5295,0,0,0,3,0,0,2
5296,0,0,0,3,0,0,2
5297,0,0,0,3,0,0,2
5298,0,0,0,3,0,0,2
5299,0,0,0,3,0,0,2
5300,0,0,0,3,0,0,2
5301,0,0,0,3,0,0,2
5302,0,0,0,3,0,0,2
5303,0,0,0,3,0,0,2
5304,0,0,0,3,0,0,2
5305,0,0,0,3,0,0,2
5306,0,0,0,3,0,0,2
5307,0,0,0,3,0,0,2
5308,0,0,0,3,0,0,2
5309,0,0,0,3,0,0,2
5310,0,0,0,3,0,0,2
5311,0,0,0,3,0,0,2
5312,0,0,0,3,0,0,2
5313,0,0,0,3,0,0,2
5314,0,0,0,3,0,0,2
5315,0,0,0,3,0,0,2
5316,0,0,0,3,0,0,2
5317,0,0,0,3,0,0,2
5318,0,0,0,3,0,0,2
5319,0,0,0,3,0,0,2
5320,0,0,0,3,0,0,2
5321,0,0,0,3,0,0,2
5322,0,0,0,3,0,0,2
5323,0,0,0,3,0,0,2
5324,0,0,0,3,0,0,2
5325,0,0,0,3,0,0,2
5326,0,0,0,3,0,0,2
5327,0,0,0,3,0,0,2
5328,0,0,0,3,0,0,2
5329,0,0,0,3,0,0,2
5330,0,0,0,3,0,0,2
5331,0,0,0,3,0,0,2
5332,0,0,0,3,0,0,2
5333,0,0,0,3,0,0,2
5334,0,0,0,3,0,0,2
5335,0,0,0,3,0,0,2
5336,0,0,0,3,0,0,2
5337,0,0,0,3,0,0,2
5338,0,0,0,3,0,0,2
5339,0,0,0,3,0,0,2
5340,0,0,0,3,0,0,2
5341,0,0,0,3,0,0,2
5342,0,0,0,3,0,0,2
5343,0,0,0,3,0,0,2
5344,0,0,0,3,0,0,2
5345,0,0,0,3,0,0,2
5346,0,0,0,3,0,0,2
5347,0,0,0,3,0,0,2
5348,0,0,0,3,0,0,2
5349,0,0,0,3,0,0,2
5350,0,0,0,3,0,0,2
5351,0,0,0,3,0,0,2
5352,0,0,0,3,0,0,2
5353,0,0,0,3,0,0,2
5354,0,0,0,3,0,0,2
5355,0,0,0,3,0,0,2
5356,0,0,0,3,0,0,2
5357,0,0,0,3,0,0,2
5358,0,0,0,3,0,0,2
5359,0,0,0,3,0,0,2
5360,0,0,0,3,0,0,2
5361,0,0,0,3,0,0,2
5362,0,0,0,3,0,0,2
5363,0,0,0,3,0,0,2
5364,0,0,0,3,0,0,2
5365,0,0,0,3,0,0,2
5366,0,0,0,3,0,0,2
5367,0,0,0,3,0,0,2
5368,0,0,0,3,0,0,2
5369,0,0,0,3,0,0,2
5370,0,0,0,3,0,0,2
5371,0,0,0,3,0,0,2
5372,0,0,0,3,0,0,2
5373,0,0,0,3,0,0,2
5374,0,0,0,3,0,0,2
5375,0,0,0,3,0,0,2
5376,0,0,0,3,0,0,2
5377,0,0,0,3,0,0,2
5378,0,0,0,3,0,0,2
5379,0,0,0,3,0,0,2
5380,0,0,0,3,0,0,2
5381,0,0,0,3,0,0,2
5382,0,0,0,3,0,0,2
5383,0,0,0,3,0,0,2
5384,0,0,0,3,0,0,2
5385,0,0,0,3,0,0,2
5386,0,0,0,3,0,0,2
5387,0,0,0,3,0,0,2
5388,0,0,0,3,0,0,2
5389,0,0,0,3,0,0,2
5390,0,0,0,3,0,0,2
5391,0,0,0,3,0,0,2
5392,0,0,0,3,0,0,2
5393,0,0,0,3,0,0,2
5394,0,0,0,3,0,0,2
5395,0,0,0,3,0,0,2
5396,0,0,0,3,0,0,2
5397,0,0,0,3,0,0,2
5398,0,0,0,3,0,0,2
5399,0,0,0,3,0,0,2
5400,0,0,0,3,0,0,2
5401,0,0,0,3,0,0,2
5402,0,0,0,3,0,0,2
5403,0,0,0,3,0,0,2
5404,0,0,0,3,0,0,2
5405,0,0,0,3,0,0,2
5406,0,0,0,3,0,0,2
5407,0,0,0,3,0,0,2
5408,0,0,0,3,0,0,2
5409,0,0,0,3,0,0,2
5410,0,0,0,3,0,0,2
5411,0,0,0,3,0,0,2
5412,0,0,0,3,0,0,2
5413,0,0,0,3,0,0,2
5414,0,0,0,3,0,0,2
5415,0,0,0,3,0,0,2
5416,0,0,0,3,0,0,2
5417,0,0,0,3,0,0,2
5418,0,0,0,3,0,0,2
5419,0,0,0,3,0,0,2
5420,0,0,0,3,0,0,2
5421,0,0,0,3,0,0,2
5422,0,0,0,3,0,0,2
5423,0,0,0,3,0,0,2
5424,0,0,0,3,0,0,2
5425,0,0,0,3,0,0,2
5426,0,0,0,3,0,0,2
5427,0,0,0,3,0,0,2
5428,0,0,0,3,0,0,2
5429,0,0,0,3,0,0,2
5430,0,0,0,3,0,0,2
5431,0,0,0,3,0,0,2
5432,0,0,0,3,0,0,2
5433,0,0,0,3,0,0,2
5434,0,0,0,3,0,0,2
5435,0,0,0,3,0,0,2
5436,0,0,0,3,0,0,2
5437,0,0,0,3,0,0,2
5438,0,0,0,3,0,0,2
5439,0,0,0,3,0,0,2
5440,0,0,0,3,0,0,2
5441,0,0,0,3,0,0,2
5442,0,0,0,3,0,0,2
5443,0,0,0,3,0,0,2
5444,0,0,0,3,0,0,2
5445,0,0,0,3,0,0,2
5446,0,0,0,3,0,0,2
5447,0,0,0,3,0,0,2
5448,0,0,0,3,0,0,2
5449,0,0,0,3,0,0,2
5450,0,0,0,3,0,0,2
5451,0,0,0,3,0,0,2
5452,0,0,0,3,0,0,2
5453,0,0,0,3,0,0,2
5454,0,0,0,3,0,0,2
5455,0,0,0,3,0,0,2
5456,0,0,0,3,0,0,2
5457,0,0,0,3,0,0,2
5458,0,0,0,3,0,0,2
5459,0,0,0,3,0,0,2
5460,0,0,0,3,0,0,2
5461,0,0,0,3,0,0,2
5462,0,0,0,3,0,0,2
5463,0,0,0,3,0,0,2
5464,0,0,0,3,0,0,2
5465,0,0,0,3,1,0,2
5466,0,3,0,3,1,0,2
5467,0,5,0,3,1,0,3
5468,0,0,0,3,1,0,2
5469,0,0,0,3,1,0,3
5470,0,3,0,3,1,0,3
5471,3,0,3,3,1,0,3
5472,3,3,3,3,1,0,3
5473,3,3,3,5,1,3,3
5474,1,2,0,3,0,0,0
5475,1,2,0,3,0,3,0
5476,1,2,0,3,0,0,0
5477,1,2,0,3,0,3,0
5478,1,2,0,3,0,0,0
5479,1,2,0,3,0,0,0
5480,1,2,0,3,0,0,0
5481,1,2,0,3,0,0,0
5482,1,2,0,3,0,0,0
5483,1,2,0,3,0,0,0
5484,1,2,0,3,0,0,0
5485,1,2,0,3,0,0,0
5486,1,2,0,3,0,0,0
5487,1,2,0,3,0,0,0
5488,1,2,0,3,0,0,0
5489,1,2,0,3,0,0,0
5490,1,2,0,3,0,0,0
5491,1,2,0,3,0,0,0
5492,1,2,0,3,0,0,0
5493,1,2,0,3,0,0,0
5494,1,2,0,3,0,3,0
5495,1,2,0,3,0,0,0
5496,1,2,0,3,0,3,0
5497,1,2,0,3,0,3,0
5498,1,2,0,3,0,3,0
5499,1,2,0,3,0,3,0
5500,1,2,0,3,0,3,0
5501,1,2,0,3,0,3,0
5502,1,2,0,3,0,3,0
5503,1,2,0,3,0,3,0
5504,1,2,0,3,0,3,0
5505,1,2,0,3,0,3,0
5506,1,2,0,3,0,3,0
5507,1,2,0,3,0,0,0
5508,1,2,0,3,0,3,0
5509,1,2,0,3,0,3,0
5510,1,2,0,3,0,3,0
5511,1,2,0,3,0,3,0
5512,1,2,0,3,0,0,0
5513,1,2,0,3,0,3,0
5514,1,2,0,3,0,0,0
5515,1,2,0,3,0,0,0
5516,1,2,0,3,0,0,0
5517,1,2,0,3,0,0,0
5518,1,2,0,3,0,3,0
5519,1,2,0,3,0,0,0
5520,1,2,0,3,0,0,0
5521,1,2,0,3,0,3,2
5522,1,2,0,3,0,0,0
5523,1,2,0,3,0,0,0
5524,1,2,0,3,0,0,0
5525,1,2,0,3,0,0,0
5526,1,2,0,3,0,0,0
5527,1,2,0,3,0,3,0
5528,1,2,0,3,0,3,0
5529,1,2,0,3,0,3,0
5530,1,2,0,3,0,3,0
5531,1,2,0,3,0,3,0
5532,1,2,0,3,0,3,0
5533,1,2,0,3,0,3,0
5534,1,2,0,3,0,3,0
5535,1,2,0,3,0,3,0
5536,1,2,0,3,0,3,0
5537,1,2,0,3,0,3,0
5538,1,2,0,3,0,3,0
5539,1,2,0,3,0,3,0
5540,1,2,0,3,0,3,0
5541,1,2,2,3,1,3,2
5542,1,2,0,3,0,3,0
5543,1,2,0,3,0,3,0
5544,1,2,0,3,0,3,0
5545,1,2,2,3,1,3,2
5546,1,2,2,3,1,3,3
5547,1,2,0,3,0,3,0
5548,1,2,0,3,0,3,0
5549,1,2,0,3,0,3,0
5550,1,2,0,3,1,0,0
5551,1,2,2,3,1,3,4
5552,1,3,2,3,0,3,0
5553,1,3,2,3,0,3,0
5554,1,3,2,3,0,3,0
5555,1,3,2,3,0,3,0
5556,1,3,2,3,0,3,0
5557,1,3,2,3,0,3,0
5558,1,3,2,3,0,3,0
5559,1,3,2,3,0,3,0
5560,1,3,2,3,0,3,0
5561,1,3,2,3,0,3,0
5562,1,3,2,3,0,3,0
5563,1,3,2,3,0,3,0
5564,1,3,2,3,0,3,0
5565,1,3,2,3,0,3,0
5566,1,0,2,3,0,3,0
5567,1,3,2,3,1,3,0
5568,1,3,2,3,0,3,0
5569,1,3,2,3,0,3,0
5570,1,3,2,3,0,3,0
5571,1,3,2,3,0,3,0
5572,1,3,2,3,0,3,0
5573,1,3,2,3,0,3,0
5574,1,3,2,3,0,3,0
5575,1,3,2,3,0,3,0
5576,1,3,2,3,0,3,0
5577,1,3,2,3,0,3,0
5578,1,3,2,3,0,3,0
5579,1,3,2,3,0,3,0
5580,1,3,2,3,0,3,0
5581,1,3,2,3,0,3,0
5582,3,3,2,3,0,3,0
5583,1,3,2,3,0,3,0
5584,1,3,2,3,0,3,0
5585,3,3,2,3,3,3,0
5586,1,3,2,3,0,3,0
5587,1,3,2,3,0,3,0
5588,1,3,2,3,0,3,0
5589,1,3,2,3,0,3,0
5590,1,3,2,3,0,3,0
5591,3,3,2,3,0,3,0
5592,1,3,2,3,0,3,0
5593,1,3,2,3,0,3,0
5594,1,3,2,3,0,3,0
5595,1,3,2,3,0,3,0
5596,1,3,2,3,0,3,0
5597,1,3,2,3,0,3,0
5598,1,3,2,3,0,3,0
5599,3,3,2,3,0,3,0
5600,1,3,2,3,0,3,0
5601,1,3,2,3,0,3,0
5602,3,3,2,3,0,3,0
5603,1,3,2,3,0,3,0
5604,3,3,2,3,0,3,0
5605,1,3,2,3,1,3,0
5606,1,0,2,3,1,3,0
5607,1,3,2,3,1,3,0
5608,1,3,2,3,1,3,0
5609,1,3,2,3,1,3,0
5610,1,4,2,3,1,3,0
5611,1,3,2,3,1,3,0
5612,1,3,2,3,1,3,0
5613,1,4,2,3,1,3,0
5614,1,3,2,3,1,3,0
5615,1,3,2,3,1,3,0
5616,1,3,2,3,1,3,0
5617,1,3,2,3,1,3,0
5618,1,3,2,3,1,3,0
5619,1,3,2,3,0,3,0
5620,1,3,2,3,0,3,0
5621,1,3,2,3,0,3,0
5622,1,3,2,3,0,3,0
5623,1,3,2,3,0,3,0
5624,1,3,2,3,0,3,0
5625,1,4,2,3,0,3,0
5626,1,4,2,3,0,3,0
5627,1,3,2,3,0,3,0
5628,1,3,2,3,0,3,0
5629,1,3,2,3,0,3,0
5630,1,3,2,3,0,3,0
5631,1,4,2,3,0,3,0
5632,1,3,2,3,0,3,0
5633,1,3,2,3,0,3,0
5634,1,3,2,3,0,3,0
5635,1,3,2,3,0,3,0
5636,1,3,2,3,0,3,0
5637,1,3,2,3,0,3,0
5638,1,3,2,3,0,3,0
5639,1,3,2,3,0,3,0
5640,1,3,2,3,0,3,0
5641,1,3,2,3,0,3,0
5642,1,3,2,3,0,3,0
5643,1,3,2,3,0,3,0
5644,1,3,2,3,0,3,0
5645,1,3,2,3,0,3,0
5646,1,4,2,3,0,3,0
5647,1,3,2,3,0,3,0
5648,1,3,2,3,0,3,0
5649,1,3,2,3,0,3,0
5650,1,3,2,3,0,3,0
5651,1,3,2,3,0,3,0
5652,1,3,2,3,0,3,0
5653,1,3,2,3,0,3,0
5654,1,3,2,3,0,3,0
5655,1,3,2,3,0,3,0
5656,1,3,2,3,0,3,0
5657,1,3,2,3,1,3,0
5658,1,0,2,3,1,3,0
5659,1,3,2,3,1,3,0
5660,1,3,2,3,1,3,0
5661,1,3,2,3,1,3,0
5662,1,3,2,3,1,3,0
5663,1,3,2,3,1,3,0
5664,1,3,2,3,1,3,0
5665,1,3,2,3,1,3,0
5666,1,3,2,3,1,3,0
5667,1,3,2,3,1,3,0
5668,1,3,2,3,0,3,0
5669,1,3,2,3,0,3,0
5670,1,3,2,3,0,3,0
5671,1,3,2,3,0,3,0
5672,1,3,2,3,0,3,0
5673,1,3,2,3,0,3,0
5674,1,3,2,3,0,3,0
5675,1,3,2,3,0,3,0
5676,1,3,2,3,0,3,0
5677,1,3,2,3,0,3,0
5678,1,3,2,3,0,3,0
5679,1,3,2,3,0,3,0
5680,1,3,2,3,0,3,0
5681,1,3,2,3,0,3,0
5682,1,3,2,3,0,3,0
5683,1,3,2,3,0,3,0
5684,1,3,2,3,0,3,0
5685,1,3,2,3,0,3,0
5686,1,3,2,3,0,3,0
5687,1,3,2,3,0,3,0
5688,1,3,2,3,0,3,0
5689,1,3,2,3,0,3,0
5690,1,3,2,3,0,3,0
5691,1,3,2,3,0,3,0
5692,1,3,2,3,0,3,0
5693,1,3,2,3,0,3,0
5694,1,3,2,3,0,3,0
5695,1,3,2,3,0,3,0
5696,1,3,2,3,0,3,0
5697,1,3,2,3,0,3,0
5698,1,3,2,3,0,3,0
5699,1,3,2,3,0,3,0
5700,1,3,2,3,0,3,0
5701,1,3,2,3,0,3,0
5702,1,3,2,3,0,3,0
5703,1,3,2,3,0,3,0
5704,1,3,2,3,0,3,0
5705,1,3,2,3,0,3,0
5706,1,3,2,3,0,3,0
5707,1,3,2,3,0,3,0
5708,1,3,2,3,0,3,0
5709,1,3,2,3,0,3,0
5710,1,3,2,3,0,3,0
5711,1,3,2,3,0,3,0
5712,1,3,2,3,0,3,0
5713,1,3,2,3,0,3,0
5714,1,3,2,3,0,3,0
5715,1,3,2,3,0,3,0
5716,1,3,2,3,0,3,0
5717,1,3,2,3,0,3,0
5718,1,3,2,3,0,3,0
5719,1,3,2,3,0,3,0
5720,1,3,2,3,0,3,0
5721,1,3,2,3,0,3,0
5722,1,3,2,3,0,3,0
5723,1,3,2,3,0,3,0
5724,1,3,2,3,0,3,0
5725,1,3,2,3,0,3,0
5726,1,3,2,3,0,3,0
5727,1,3,2,3,0,3,0
5728,1,3,2,3,0,3,0
5729,1,3,2,3,0,3,0
5730,1,3,2,3,0,3,0
5731,1,3,2,3,0,3,0
5732,1,3,2,3,0,3,0
5733,1,3,2,3,0,3,0
5734,1,3,2,3,0,3,0
5735,1,3,2,3,0,3,0
5736,1,3,2,3,0,3,0
5737,1,3,2,3,0,3,0
5738,1,3,2,3,0,3,0
5739,1,3,2,3,0,3,0
5740,1,3,2,3,0,3,0
5741,1,3,2,3,0,3,0
5742,1,3,2,3,0,3,0
5743,1,3,2,3,0,3,0
5744,1,3,2,3,0,3,0
5745,1,3,2,3,0,3,0
5746,1,3,2,3,0,3,0
5747,1,3,2,3,0,3,0
5748,1,3,2,3,0,3,0
5749,1,3,2,3,0,3,0
5750,1,3,2,3,0,3,0
5751,1,3,2,3,0,3,0
5752,1,3,2,3,0,3,0
5753,1,3,2,3,0,3,0
5754,1,4,2,3,0,3,0
5755,1,3,2,3,0,3,0
5756,1,3,2,3,0,3,0
5757,1,3,2,3,0,3,0
5758,1,3,2,3,0,3,0
5759,1,3,2,3,0,3,0
5760,1,3,2,3,0,3,0
5761,1,3,2,3,0,3,0
5762,1,3,2,3,0,3,0
5763,1,3,2,3,0,3,0
5764,1,3,2,3,0,3,0
5765,1,3,2,3,0,3,0
5766,1,3,2,3,0,3,0
5767,1,3,2,3,0,3,0
5768,1,3,2,3,0,3,0
5769,1,3,2,3,0,3,0
5770,1,3,2,3,0,3,0
5771,1,3,2,3,0,3,0
5772,1,3,2,3,0,3,0
5773,1,3,2,3,0,3,0
5774,1,3,2,3,0,3,0
5775,1,3,2,3,0,3,0
5776,1,3,2,3,0,3,0
5777,1,3,2,3,0,3,0
5778,1,3,2,3,0,3,0
5779,1,3,2,3,0,3,0
5780,1,3,2,3,0,3,0
5781,1,3,2,3,0,3,0
5782,1,3,2,3,0,3,0
5783,1,3,2,3,0,3,0
5784,1,3,2,3,0,3,0
5785,1,3,2,3,0,3,0
5786,1,3,2,3,0,3,0
5787,1,3,2,3,0,3,0
5788,1,4,2,3,1,3,0
5789,1,2,2,3,1,3,4
5790,5,5,3,5,1,3,3
5791,5,5,3,5,1,3,3
5792,5,5,3,5,1,3,5
5793,3,3,4,3,3,5,3
5794,1,3,2,3,0,3,0
5795,1,3,2,3,0,3,0
5796,1,3,2,3,0,3,0
5797,1,3,2,3,0,3,0
5798,1,3,2,3,0,3,0
5799,1,3,2,3,0,3,0
5800,1,3,2,3,0,3,0
5801,1,3,2,3,0,3,0
5802,1,3,2,3,0,3,0
5803,1,3,2,3,0,3,0
5804,1,3,2,3,0,3,0
5805,1,3,2,3,0,3,0
5806,1,3,2,3,0,3,0
5807,1,3,2,3,0,3,0
5808,1,0,2,3,0,3,0
5809,1,3,2,3,1,3,0
5810,1,3,2,3,0,3,0
5811,1,3,2,3,0,3,0
5812,1,3,2,3,0,3,0
5813,1,3,2,3,0,3,0
5814,1,4,2,3,1,3,0
5815,1,0,2,3,1,3,0
5816,1,4,2,3,1,3,0
5817,1,4,2,3,1,3,0
5818,1,4,2,3,1,3,0
5819,1,4,2,3,1,3,0
5820,1,4,2,3,1,3,0
5821,1,4,2,3,1,3,0
5822,1,4,2,3,1,3,0
5823,1,4,2,3,1,3,0
5824,1,4,2,3,1,3,0
5825,1,4,2,3,1,3,0
5826,1,4,2,3,1,3,0
5827,1,4,2,3,1,3,0
5828,1,4,2,3,1,3,0
5829,1,4,2,3,0,3,0
5830,1,4,2,3,0,3,0
5831,1,4,2,3,0,3,0
5832,1,4,2,3,0,3,0
5833,1,4,2,3,0,3,0
5834,1,4,2,3,0,3,0
5835,1,4,2,3,0,3,0
5836,1,4,2,3,0,3,0
5837,1,4,2,3,0,3,0
5838,1,4,2,3,0,3,0
5839,1,4,2,3,0,3,0
5840,1,4,2,3,0,3,0
5841,1,4,2,3,0,3,0
5842,1,4,2,3,0,3,0
5843,1,4,2,3,0,3,0
5844,1,4,2,3,0,3,0
5845,1,3,2,3,0,3,0
5846,1,3,2,3,0,3,0
5847,1,3,2,3,0,3,0
5848,1,3,2,3,0,3,0
5849,1,3,2,3,0,3,0
5850,1,3,2,3,0,3,0
5851,1,3,2,3,0,3,0
5852,1,3,2,3,0,3,0
5853,1,3,2,3,0,3,0
5854,1,3,2,3,0,3,0
5855,1,3,2,3,0,3,0
5856,1,3,2,3,0,3,0
5857,1,3,2,3,0,3,0
5858,1,3,2,3,0,3,0
5859,1,3,2,3,0,3,0
5860,1,0,2,3,1,3,0
5861,1,3,2,3,0,3,0
5862,1,3,2,3,0,3,0
5863,1,3,2,3,0,3,0
5864,1,3,2,3,0,3,0
5865,1,3,2,3,0,3,0
5866,1,3,2,3,0,3,0
5867,1,3,2,3,0,3,0
5868,1,3,2,3,0,3,0
5869,1,3,2,3,0,3,0
5870,3,3,2,3,0,3,0
5871,1,3,2,3,0,3,0
5872,1,3,2,3,0,3,0
5873,1,3,2,3,0,3,0
5874,1,3,2,3,0,3,0
5875,1,3,2,3,0,3,0
5876,3,3,2,3,0,3,0
5877,3,3,2,3,0,3,0
5878,1,3,2,3,0,3,0
5879,1,4,2,3,1,3,0
5880,1,4,2,3,1,3,0
5881,1,4,2,3,1,3,0
5882,1,4,2,3,1,3,0
5883,1,4,2,3,1,3,0
5884,1,4,2,3,1,3,0
5885,1,4,2,3,0,3,0
5886,1,4,2,3,0,3,0
5887,1,2,2,3,1,3,4
5888,5,5,3,5,1,3,3
5889,5,5,3,5,1,3,5
5890,5,5,3,5,1,3,5
5891,3,3,4,3,3,5,3
5892,1,0,0,3,0,3,2
5893,1,0,0,3,0,3,2
5894,1,0,0,3,0,3,2
5895,1,0,0,3,0,3,2
5896,1,0,0,3,0,3,2
5897,1,0,0,3,0,3,2
5898,1,0,0,3,0,3,2
5899,1,0,0,3,0,3,2
5900,1,0,0,3,0,3,2
5901,1,0,0,3,0,3,2
5902,1,0,0,3,0,3,2
5903,1,0,0,3,0,3,2
5904,1,0,0,3,0,3,2
5905,1,0,0,3,0,3,2
5906,1,0,0,3,0,3,2
5907,1,0,0,3,0,3,2
5908,1,0,0,3,0,3,2
5909,1,0,0,3,0,3,2
5910,1,0,0,3,0,3,2
5911,1,0,0,3,0,3,2
5912,1,0,0,3,0,3,2
5913,1,0,0,3,0,3,2
5914,1,0,0,3,0,3,2
5915,1,0,0,3,0,3,2
5916,1,0,0,3,0,3,2
5917,1,0,0,3,0,3,2
5918,1,0,0,3,0,3,2
5919,1,0,0,3,0,3,2
5920,1,0,0,3,0,3,2
5921,1,0,0,3,0,3,2
5922,1,0,0,3,0,3,2
5923,1,0,0,3,0,3,2
5924,1,0,0,3,0,3,2
5925,1,3,0,3,0,3,2
5926,1,3,0,3,0,3,2
5927,1,3,0,3,0,3,2
5928,1,3,0,3,0,3,2
5929,1,3,0,3,0,3,2
5930,1,3,0,3,0,3,2
5931,1,3,0,3,0,3,2
5932,1,3,0,3,0,3,2
5933,1,3,0,3,0,3,2
5934,1,3,0,3,0,3,2
5935,1,3,0,3,0,3,2
5936,1,3,0,3,0,3,2
5937,1,3,0,3,0,3,2
5938,1,3,0,3,0,3,2
5939,1,3,0,3,0,3,2
5940,1,3,0,3,0,3,2
5941,1,3,0,3,0,3,2
5942,1,3,0,3,0,3,2
5943,1,3,0,3,0,3,2
5944,1,3,0,3,0,3,2
5945,1,3,0,3,0,3,2
5946,1,3,0,3,0,3,2
5947,1,3,0,3,0,3,2
5948,1,3,0,3,0,3,2
5949,1,3,0,3,0,3,2
5950,1,3,0,3,0,3,2
5951,1,3,0,3,0,3,2
5952,1,3,0,3,0,3,2
5953,1,3,0,3,0,3,2
5954,1,3,0,3,0,3,2
5955,1,0,0,3,0,3,2
5956,1,3,0,3,0,3,2
5957,1,3,0,3,0,3,2
5958,1,3,0,3,0,3,2
5959,1,3,0,3,0,3,2
5960,1,3,0,3,0,3,2
5961,1,3,0,3,0,3,2
5962,1,3,0,3,0,3,2
5963,1,3,0,3,0,3,2
5964,1,0,0,3,0,3,2
5965,1,3,0,3,0,3,2
5966,1,3,0,3,0,3,2
5967,1,3,0,3,0,3,2
5968,1,0,0,3,0,3,2
5969,1,3,0,3,0,3,2
5970,1,0,0,3,0,3,2
5971,1,3,0,3,0,3,2
5972,1,0,0,3,0,3,2
5973,1,3,0,3,0,3,2
5974,1,3,0,3,0,3,2
5975,1,3,0,3,0,3,2
5976,1,3,0,3,0,3,2
5977,1,3,0,3,0,3,2
5978,1,3,0,3,0,3,2
5979,1,3,0,3,0,3,2
5980,1,3,0,3,0,3,2
5981,1,3,0,3,0,3,2
5982,1,3,0,3,0,3,2
5983,1,3,0,3,0,3,2
5984,1,3,0,3,0,3,2
5985,1,3,0,3,0,3,2
5986,1,3,0,3,0,3,2
5987,1,3,0,3,0,3,2
5988,1,3,0,3,0,3,2
5989,1,3,0,3,0,3,2
5990,1,3,0,3,0,3,2
5991,1,3,0,3,0,3,2
5992,1,3,0,3,0,3,2
5993,1,3,0,3,0,3,2
5994,1,3,0,3,0,3,2
5995,1,3,0,3,0,3,2
5996,1,3,0,3,0,3,2
5997,1,3,0,3,0,3,2
5998,3,3,0,3,0,3,3
5999,3,3,0,3,0,3,3
6000,3,3,0,3,0,3,3
6001,3,3,0,3,0,3,3
6002,3,3,0,3,0,3,3
6003,3,3,0,3,0,3,3
6004,3,3,0,3,0,3,3
6005,3,3,0,3,0,3,3
6006,3,3,0,3,0,3,3
6007,3,3,0,3,0,3,3
6008,3,3,0,3,0,3,3
6009,3,3,0,3,0,3,3
6010,3,3,0,3,0,3,3
6011,3,3,0,3,0,3,3
6012,3,3,0,3,0,3,3
6013,3,3,0,3,0,3,3
6014,3,3,0,3,0,3,3
6015,3,3,0,3,0,3,3
6016,3,3,0,3,0,3,3
6017,3,3,0,3,0,3,3
6018,3,3,0,3,0,3,3
6019,3,3,0,3,0,3,3
6020,3,3,0,3,0,3,3
6021,3,3,0,3,0,3,3
6022,3,3,3,3,0,3,3
6023,3,3,3,3,0,3,3
6024,3,3,3,3,0,3,3
6025,3,3,3,3,0,3,3
6026,3,3,3,3,0,3,3
6027,3,3,3,3,0,3,3
6028,3,3,3,3,0,3,3
6029,3,3,3,3,0,3,3
6030,3,3,3,3,0,3,3
6031,3,3,3,3,0,3,3
6032,3,3,3,3,0,3,3
6033,3,3,3,3,0,3,3
6034,3,3,3,3,0,3,3
6035,3,3,3,3,0,3,3
6036,3,3,3,3,0,3,3
6037,3,3,3,3,0,3,3
6038,3,3,3,3,0,3,3
6039,3,3,3,3,0,3,3
6040,3,3,3,3,0,3,3
6041,3,3,3,3,0,3,3
6042,3,3,3,3,0,3,3
6043,3,3,3,3,0,3,3
6044,3,3,3,3,0,3,3
6045,3,3,3,3,0,3,3
6046,3,3,3,3,0,3,3
6047,3,3,3,3,0,3,3
6048,3,3,3,3,0,3,3
6049,3,3,3,3,0,3,3
6050,3,3,3,3,0,3,3
6051,3,3,3,3,0,3,3
6052,3,3,3,3,0,3,3
6053,3,3,3,3,0,3,3
6054,3,3,3,3,0,3,3
6055,3,3,3,3,0,3,3
6056,3,3,3,3,0,3,3
6057,3,3,3,3,0,3,3
6058,3,3,3,3,0,3,3
6059,3,3,3,3,0,3,3
6060,3,3,3,3,0,3,3
6061,3,3,3,3,0,3,3
6062,3,3,3,3,0,3,3
6063,3,3,3,3,0,3,3
6064,3,3,3,3,0,3,3
6065,3,3,3,3,0,3,3
6066,3,3,3,3,0,3,3
6067,3,3,3,3,0,3,3
6068,3,3,3,3,0,3,3
6069,3,3,3,3,0,3,3
6070,1,3,0,3,0,3,2
6071,1,0,0,3,0,3,2
6072,1,3,0,3,0,3,2
6073,1,0,0,3,0,3,2
6074,1,0,0,3,0,3,2
6075,1,0,0,3,0,3,2
6076,1,0,0,3,0,3,2
6077,1,0,0,3,0,3,2
6078,1,0,0,3,0,3,2
6079,1,0,0,3,0,3,2
6080,1,3,0,3,0,3,2
6081,1,0,0,3,0,3,2
6082,1,3,0,3,0,3,2
6083,1,3,0,3,0,3,2
6084,1,0,0,3,0,3,2
6085,1,3,0,3,0,3,2
6086,1,3,0,3,0,3,2
6087,1,3,0,3,0,3,2
6088,1,3,0,3,0,3,2
6089,1,3,0,3,0,3,2
6090,1,3,0,3,0,3,2
6091,1,3,0,3,0,3,2
6092,1,3,0,3,0,3,2
6093,1,3,0,3,0,3,2
6094,1,3,0,3,0,3,2
6095,1,3,0,3,0,3,2
6096,1,3,0,3,0,3,2
6097,1,3,0,3,0,3,2
6098,1,3,0,3,0,3,2
6099,1,0,0,3,0,3,2
6100,1,3,0,3,0,3,2
6101,1,3,0,3,0,3,2
6102,1,3,0,3,0,3,2
6103,1,3,0,3,0,3,2
6104,1,3,0,3,0,3,2
6105,1,3,0,3,0,3,2
6106,1,3,0,3,0,3,2
6107,1,3,0,3,0,3,2
6108,1,3,0,3,0,3,2
